	VISTA	CD14	CD163	CD19	PDL1	CD4	CD68	CD8	FOXP3	CD11b	CD20	CD56	PD1	S100A4	SMA	TIGIT
TCGA-VM-A8CD_0	2119.3892	2090.5959	2339.1091	0.3428	98.0342	1194.2345	3089.1048	24.6799	8.9773	299.587	1.0283	12514.5903	18.1672	257.4254	2.2349	0.6856
TCGA-VM-A8CE_0	1344.2754	1873.0985	31.225	1.201	6.4051	629.3034	1305.4444	6.4051	8.0705	195.3563	0	18962.2778	29.2234	17.6141	4.5556	16.4131
TCGA-VM-A8CF_0	3032.4773	4311.1782	259.8187	1.5106	0.7553	2527.1903	6662.3867	5.287	1.5332	619.3353	0	11978.852	5.287	336.1027	3.4668	3.0211
TCGA-VM-A8CH_0	2522.6924	1432.5121	2067.1932	0.9431	9.4306	1578.2153	2541.0822	7.073	3.3054	286.691	0.4715	18569.143	2.8292	32.5357	4.0269	4.2438
TCGA-VV-A829_0	1292.5337	1055.4876	1160.7507	0.816	2.856	926.9686	1427.5806	1.632	5.3244	89.3513	0.408	31041.5871	0.816	40.7997	2.6153	1.632
TCGA-VV-A86M_0	2463.1696	1213.7277	840.9598	2.7902	7.8125	1404.5759	1828.125	16.183	3.3482	434.7098	0	16522.4219	2.7902	45.2009	1.5402	3.3482
TCGA-VW-A7QS_0	403.1217	535.3117	690.2399	0.3854	17.7281	485.9813	2436.0728	2.3124	7.9661	32.3731	0.3854	14129.3843	1.1562	28.5191	8.0085	2.6978
TCGA-VW-A8FI_0	954.112	1021.4541	223.4803	0	8.9392	1025.0298	1946.9607	35.1609	6.0727	222.8844	2.3838	10092.8844	18.4744	158.5221	12.1335	6.5554
TCGA-W9-A837_0	1584.3109	144.4282	39.956	0	7.6979	456.3783	406.8915	19.0616	11.9941	147.7273	0.7331	19207.8702	0	7.3314	5.3446	16.129
TCGA-WH-A86K_0	1637.6202	1747.5962	267.4279	0.601	3.6058	989.1827	1228.9663	7.8125	9.0865	320.3125	0	16413.3774	0.601	28.2452	2.3618	4.2067
TCGA-WY-A858_0	6178.4213	4945.2488	1054.3565	4.1863	5.9805	3463.2889	5170.1144	17.3434	9.7242	1089.6412	0	11789.7387	2.9902	80.7363	3.9052	4.1863
TCGA-WY-A859_0	1776.7727	449.362	8.7223	0	5.8149	388.9517	532.0627	41.6734	9.5203	196.7372	0	15555.5451	0.6461	11.6298	2.4035	1.2922
TCGA-WY-A85A_0	1589.3376	913.6975	7.3898	0.5278	4.2228	759.0393	887.8332	5.2784	13.8137	376.8804	0	18281.1982	0	19.0024	14.7585	4.7506
TCGA-WY-A85B_0	2280.5508	3198.3649	729.7762	0.8606	6.8847	2023.6661	2406.6265	10.7573	7.8098	605.852	0.8606	21348.8124	2.1515	38.7263	4.4277	0.8606
TCGA-WY-A85C_0	2557.4172	789.1295	110.3392	3.678	11.0339	954.6383	1156.9268	8.5819	6.9841	208.0098	3.678	30991.3527	2.8606	81.7327	4.2011	3.2693
TCGA-WY-A85D_0	3504.931	1774.6548	94.1815	1.4793	2.9586	1173.57	2726.8245	3.9448	10.8876	403.3531	0.4931	16245.7298	0.9862	18.7377	14.3047	3.9448
TCGA-WY-A85E_0	911.9093	365.5955	13.2325	0	5.293	343.2892	579.5841	17.3913	7.6711	120.983	0.3781	12868.7221	1.8904	27.5992	4.1626	3.4026
